price,neighbourhood,latitude,longitude,room_type,availability_365
189,Central Business District,29.95162384,-90.07184969,Entire home/apt,337
200,Central Business District,29.95880529,-90.07573221,Entire home/apt,363
99,Central Business District,29.94917282,-90.06838908,Entire home/apt,339
46,Central City,29.93202746,-90.08701471,Entire home/apt,350
125,Central City,29.93229376,-90.08406525,Entire home/apt,350
275,Central City,29.93563718,-90.0766406,Entire home/apt,327
119,Central City,29.93894092,-90.07729195,Entire home/apt,64
112,Central City,29.93533033,-90.08095055,Entire home/apt,90
135,Central City,29.93596636,-90.07985756,Entire home/apt,23
150,Central City,29.93301486,-90.08275009,Entire home/apt,333
140,Central City,29.94092029,-90.07602373,Entire home/apt,308
99,Central City,29.94290528,-90.09132962,Entire home/apt,303
248,Central City,29.93447228,-90.08052154,Entire home/apt,0
248,Central City,29.93593801,-90.08075669,Entire home/apt,0
60,Central City,29.93915349,-90.07237353,Private room,5
50,Central City,29.93722811,-90.09265733,Private room,362
250,Central City,29.93584774,-90.08045314,Entire home/apt,0
100,Central City,29.93847962,-90.07617631,Entire home/apt,349
248,Central City,29.93605737,-90.08074585,Entire home/apt,0
234,Central City,29.93534078,-90.08118386,Entire home/apt,0
224,Central City,29.93598289,-90.08099792,Entire home/apt,0
238,Central City,29.93602095,-90.08078136,Entire home/apt,0
95,Central City,29.93179777,-90.0908498,Entire home/apt,150
125,Central City,29.93997818,-90.07647349,Private room,365
140,Central City,29.93372011,-90.08374542,Entire home/apt,147
155,Central City,29.93749545,-90.07693649,Entire home/apt,257
139,Central City,29.94128511,-90.07402615,Entire home/apt,0
110,Central City,29.93603853,-90.07995218,Entire home/apt,111
150,Central City,29.9367439,-90.08703442,Entire home/apt,0
29,Central City,29.94349085,-90.0807251,Shared room,67
32,Central City,29.94479784,-90.08056953,Shared room,277
180,Central City,29.93595174,-90.07988916,Entire home/apt,0
200,Central City,29.94011222,-90.07513403,Entire home/apt,331
125,Central City,29.9336548,-90.08403175,Entire home/apt,151
299,Central City,29.93398557,-90.0858083,Entire home/apt,181
238,Central City,29.93271242,-90.08739791,Entire home/apt,174
800,Central City,29.93673027,-90.07656115,Entire home/apt,330
49,Central City,29.9417549,-90.07448988,Private room,102
110,Central City,29.94112509,-90.07302716,Private room,11
95,Central City,29.94130747,-90.07377715,Private room,346
95,Central City,29.9339489,-90.09181141,Private room,89
66,Central City,29.93949238,-90.07526214,Private room,31
177,Central City,29.93448172,-90.08052322,Entire home/apt,364
170,Central City,29.9357281,-90.07661408,Entire home/apt,269
40,Central City,29.93959049,-90.07820498,Private room,28
450,Central City,29.9332109,-90.0824868,Entire home/apt,365
250,Central City,29.94249645,-90.07441428,Entire home/apt,79
400,Central City,29.93590547,-90.08352221,Entire home/apt,365
53,Central City,29.94501209,-90.0860066,Private room,310
650,Central City,29.93426401,-90.08047513,Entire home/apt,63
850,Central City,29.93457506,-90.08067567,Entire home/apt,309
160,Central City,29.93989145,-90.07214717,Entire home/apt,46
170,Central City,29.93875368,-90.07307481,Entire home/apt,44
120,Central City,29.92955117,-90.09006186,Shared room,0
160,Central City,29.93583639,-90.07916442,Entire home/apt,5
186,Central City,29.93541631,-90.07948175,Entire home/apt,364
350,Central City,29.93298409,-90.08809274,Entire home/apt,92
150,Central City,29.93819932,-90.07769123,Entire home/apt,314
400,Central City,29.93062723,-90.0876622,Entire home/apt,365
490,Central City,29.93484318,-90.08242467,Entire home/apt,365
49,Central City,29.94187099,-90.07497928,Private room,63
105,Central City,29.93845486,-90.084956,Entire home/apt,364
49,Central City,29.94146163,-90.07499969,Private room,116
75,Central City,29.94113261,-90.07506336,Private room,349
190,Central City,29.93649541,-90.07775397,Entire home/apt,1
95,Central City,29.93447368,-90.0849483,Entire home/apt,322
149,Central City,29.93961485,-90.08576144,Entire home/apt,356
104,Central City,29.93704122,-90.08340731,Entire home/apt,174
49,Central City,29.9435602,-90.08171737,Private room,72
124,Central City,29.93551348,-90.08124546,Private room,0
100,Central City,29.93446143,-90.08210555,Private room,365
300,Central City,29.93040244,-90.08787375,Entire home/apt,0
299,Central City,29.93544886,-90.08113701,Entire home/apt,0
110,Central City,29.93535791,-90.08406414,Entire home/apt,364
50,Central City,29.93921812,-90.07370388,Private room,275
100,Central City,29.93463832,-90.08077679,Entire home/apt,325
115,Central City,29.93607911,-90.08101783,Private room,365
165,Central City,29.93886091,-90.07538279,Entire home/apt,254
160,Central City,29.93341942,-90.08819713,Entire home/apt,300
400,Central City,29.93651496,-90.08113995,Entire home/apt,0
300,Central City,29.93435529,-90.08139772,Entire home/apt,345
180,Central City,29.93719344,-90.08414429,Entire home/apt,365
250,Central City,29.93419816,-90.08341587,Entire home/apt,365
160,Central City,29.93147996,-90.08882137,Entire home/apt,254
199,Central City,29.9346035,-90.08070112,Private room,363
70,Central City,29.93311478,-90.08586218,Entire home/apt,261
270,Central City,29.93772541,-90.07813113,Entire home/apt,1
300,Central City,29.9321378,-90.08619771,Entire home/apt,364
150,Central City,29.93548972,-90.08676087,Private room,365
90,Central City,29.93301825,-90.08625104,Private room,60
65,Central City,29.93285165,-90.08962267,Private room,365
65,Central City,29.93228315,-90.08964494,Private room,90
95,Central City,29.93347175,-90.09089334,Private room,361
180,Central City,29.93756866,-90.0841661,Entire home/apt,365
99,Central City,29.93811183,-90.07980787,Entire home/apt,365
239,Central City,29.93421435,-90.08085378,Private room,365
248,Central City,29.93595738,-90.07910042,Entire home/apt,0
175,Central City,29.94075276,-90.07504229,Private room,365
190,Central City,29.93229772,-90.08576414,Private room,343
200,Central City,29.93436393,-90.08322978,Entire home/apt,363
150,Central City,29.93373145,-90.08368396,Entire home/apt,15
225,Central City,29.93509117,-90.07943229,Entire home/apt,365
100,Central City,29.93581168,-90.08684264,Entire home/apt,330
100,Central City,29.9359269,-90.08094805,Entire home/apt,265
179,Central City,29.93590558,-90.08044553,Entire home/apt,365
100,Central City,29.93865366,-90.07629028,Entire home/apt,344
80,Central City,29.93553218,-90.07982933,Entire home/apt,341
150,Central City,29.93551168,-90.08077597,Entire home/apt,365
200,Central City,29.93311053,-90.08851874,Entire home/apt,164
100,Central City,29.93556444,-90.08358607,Entire home/apt,0
250,Central City,29.93978786,-90.08094863,Entire home/apt,357
140,Central City,29.9397278,-90.07864151,Entire home/apt,361
100,Central City,29.93573317,-90.07963961,Entire home/apt,353
155,Central City,29.94088087,-90.07387082,Entire home/apt,0
189,Central City,29.93685484,-90.07887383,Entire home/apt,269
80,Central City,29.93580445,-90.07932933,Entire home/apt,286
350,Central City,29.93464295,-90.08088965,Entire home/apt,0
90,Central City,29.93941779,-90.07408241,Private room,203
107,Central City,29.93527712,-90.07995175,Entire home/apt,123
260,Central City,29.93418899,-90.0823498,Entire home/apt,358
140,Central City,29.94232191,-90.07641493,Entire home/apt,308
199,Central City,29.93570683,-90.07940555,Entire home/apt,90
160,Central City,29.93866676,-90.07902062,Shared room,365
112,Central City,29.93579492,-90.08068903,Entire home/apt,90
100,Central City,29.93558925,-90.08294302,Entire home/apt,7
300,Central City,29.93992838,-90.07195189,Entire home/apt,326
130,Central City,29.93466615,-90.08211177,Entire home/apt,302
132,Central City,29.93581124,-90.07967037,Entire home/apt,365
260,Central City,29.93554423,-90.07973121,Entire home/apt,365
105,Central City,29.93532428,-90.08246781,Entire home/apt,177
146,Central City,29.93192714,-90.08613261,Entire home/apt,140
289,Central City,29.93423973,-90.08998018,Entire home/apt,179
130,Central City,29.93116132,-90.08801683,Entire home/apt,171
95,Central City,29.93439582,-90.0847396,Entire home/apt,134
100,Central City,29.93739142,-90.07765221,Entire home/apt,68
84,Central City,29.93349566,-90.0911974,Entire home/apt,316
199,Central City,29.93587845,-90.08082196,Entire home/apt,364
210,Central City,29.93926581,-90.07434835,Entire home/apt,108
250,Central City,29.93551173,-90.0806239,Entire home/apt,365
90,Central City,29.93393907,-90.08680298,Private room,344
54,Central City,29.93166153,-90.08626303,Entire home/apt,320
150,Central City,29.93973539,-90.08074353,Entire home/apt,325
270,Central City,29.93296449,-90.08633888,Entire home/apt,365
285,Central City,29.93910241,-90.07345392,Entire home/apt,348
82,Central City,29.9411566,-90.09058779,Entire home/apt,306
196,Central City,29.93074645,-90.08766144,Entire home/apt,365
195,Central City,29.9387092,-90.0724165,Entire home/apt,66
299,Central City,29.9351862,-90.07966735,Entire home/apt,365
150,Central City,29.94418118,-90.07774412,Entire home/apt,363
95,Central City,29.93394525,-90.08128185,Entire home/apt,0
189,Central City,29.93432984,-90.08077155,Entire home/apt,365
175,Central City,29.93529795,-90.08132082,Entire home/apt,89
48,Central City,29.94103397,-90.08471672,Private room,91
120,Central City,29.93877181,-90.07642241,Private room,0
115,Central City,29.93473181,-90.08200347,Entire home/apt,106
100,Central City,29.93836928,-90.07749628,Entire home/apt,60
400,Central City,29.93844011,-90.07894158,Entire home/apt,0
189,Central City,29.93525776,-90.07947268,Entire home/apt,365
120,Central City,29.93245168,-90.08468467,Private room,59
90,Central City,29.93942304,-90.07219899,Private room,355
150,Central City,29.93339135,-90.0820632,Entire home/apt,365
100,Central City,29.93609039,-90.0806215,Private room,0
110,Central City,29.93303567,-90.08682838,Entire home/apt,360
135,Central City,29.94208879,-90.09367481,Entire home/apt,339
120,Central City,29.93252604,-90.09115681,Private room,89
690,Central City,29.93469407,-90.08268,Entire home/apt,365
60,Central City,29.94263723,-90.07763313,Private room,18
175,Central City,29.93219227,-90.08505944,Entire home/apt,357
135,Central City,29.94167451,-90.07684093,Entire home/apt,278
175,Central City,29.93430464,-90.08074879,Private room,363
250,Central City,29.93094121,-90.08986609,Entire home/apt,362
130,Central City,29.93281598,-90.0897152,Entire home/apt,56
190,Central City,29.93969094,-90.07710152,Private room,365
1000,Central City,29.93852051,-90.07241307,Entire home/apt,357
350,Central City,29.93826383,-90.07998497,Entire home/apt,352
299,Central City,29.93905251,-90.07916075,Entire home/apt,0
157,Central City,29.93893172,-90.07674106,Entire home/apt,160
55,Central City,29.93724461,-90.08778245,Private room,334
500,Central City,29.9353182,-90.08103622,Entire home/apt,365
103,Central City,29.93192709,-90.08788932,Entire home/apt,350
175,Central City,29.93480778,-90.08108929,Entire home/apt,153
250,Central City,29.94278268,-90.09601364,Entire home/apt,365
120,Central City,29.94077659,-90.078881,Entire home/apt,272
85,Central City,29.93860369,-90.07550231,Private room,365
141,Central City,29.93512319,-90.08060382,Entire home/apt,90
141,Central City,29.93543506,-90.08098811,Entire home/apt,90
150,Central City,29.93086577,-90.08783264,Entire home/apt,0
125,Central City,29.93506467,-90.08144088,Entire home/apt,363
125,Central City,29.93217677,-90.08809778,Entire home/apt,361
224,Central City,29.93555933,-90.08041805,Entire home/apt,0
115,Central City,29.93329747,-90.08412556,Entire home/apt,146
140,Central City,29.93546074,-90.08110255,Entire home/apt,290
80,Central City,29.93675494,-90.08074558,Private room,357
160,Central City,29.93492182,-90.0843886,Entire home/apt,190
250,Central City,29.93513656,-90.0813363,Entire home/apt,365
300,Central City,29.93448415,-90.08132914,Entire home/apt,331
227,Central City,29.94212637,-90.07712716,Entire home/apt,365
50,Central City,29.93554472,-90.08374711,Entire home/apt,349
800,Central City,29.93450147,-90.08483741,Entire home/apt,267
109,Central City,29.93464404,-90.08079706,Entire home/apt,84
125,Central City,29.93799835,-90.07761754,Private room,89
274,Central City,29.93533219,-90.08111942,Entire home/apt,57
275,Central City,29.93761615,-90.08460219,Entire home/apt,323
110,Central City,29.93194429,-90.08501741,Entire home/apt,362
275,Central City,29.93722626,-90.08510268,Entire home/apt,302
175,Central City,29.93505512,-90.08362123,Entire home/apt,108
150,Central City,29.93410418,-90.08600543,Entire home/apt,180
155,Central City,29.93460193,-90.0807239,Entire home/apt,320
110,Central City,29.93578984,-90.07915655,Entire home/apt,176
195,Central City,29.94002509,-90.07298976,Private room,5
195,Central City,29.93335089,-90.08363209,Entire home/apt,256
95,Central City,29.93341607,-90.08529188,Entire home/apt,365
100,Central City,29.93089555,-90.08838556,Entire home/apt,0
110,Central City,29.93593511,-90.07961126,Entire home/apt,0
175,Central City,29.93593344,-90.07696021,Entire home/apt,357
700,Central City,29.93278169,-90.08423604,Entire home/apt,0
95,Central City,29.93342626,-90.08652009,Entire home/apt,316
70,Central City,29.93125241,-90.08847438,Entire home/apt,0
105,Central City,29.93089379,-90.08600356,Entire home/apt,278
130,Central City,29.94136614,-90.07394882,Entire home/apt,84
50,Central City,29.93537854,-90.08534279,Entire home/apt,345
395,Central City,29.93150838,-90.08769939,Entire home/apt,353
115,Central City,29.93244298,-90.09027208,Entire home/apt,351
169,Central City,29.93589662,-90.07946134,Entire home/apt,364
250,Central City,29.9360717,-90.07916106,Entire home/apt,0
125,City Park,29.98233294,-90.09098602,Entire home/apt,365
70,City Park,29.97884438,-90.09067624,Entire home/apt,169
110,City Park,29.98125658,-90.09081969,Entire home/apt,175
150,City Park,29.98317859,-90.10242033,Entire home/apt,154
250,City Park,29.98395799,-90.10069451,Entire home/apt,0
125,City Park,29.97962789,-90.09767006,Entire home/apt,178
200,City Park,29.98146652,-90.09006636,Entire home/apt,365
145,City Park,29.97853059,-90.08983198,Entire home/apt,156
179,City Park,29.98414124,-90.09783528,Entire home/apt,281
80,City Park,29.97855838,-90.09132526,Private room,0
600,City Park,29.98159074,-90.09448884,Entire home/apt,0
100,City Park,29.98000186,-90.09532213,Entire home/apt,347
225,City Park,29.98055954,-90.09900837,Entire home/apt,365
35,City Park,29.97998334,-90.09378473,Private room,88
52,City Park,29.98143765,-90.091674,Private room,331
79,City Park,29.98066343,-90.09441154,Private room,292
225,City Park,29.98010586,-90.0934776,Entire home/apt,365
80,City Park,29.98328456,-90.09507193,Private room,0
109,City Park,29.97965234,-90.09139763,Private room,365
99,City Park,29.98083742,-90.09967129,Entire home/apt,0
130,City Park,29.98241094,-90.09748627,Entire home/apt,361
195,City Park,29.98281419,-90.10370402,Entire home/apt,359
97,City Park,29.98014794,-90.09633369,Entire home/apt,171
275,City Park,29.98917962,-90.10134783,Entire home/apt,346
105,City Park,29.97954512,-90.09414047,Entire home/apt,121
179,City Park,29.98170719,-90.09552712,Entire home/apt,297
100,City Park,29.98029684,-90.09471942,Entire home/apt,112
75,City Park,29.97722823,-90.09096872,Entire home/apt,0
99,City Park,29.97887885,-90.09414353,Private room,311
146,City Park,29.9819081,-90.0997637,Entire home/apt,286
150,City Park,29.97838536,-90.09683578,Entire home/apt,178
42,City Park,29.97974749,-90.09468291,Shared room,272
300,City Park,29.97913801,-90.09274051,Entire home/apt,0
95,City Park,29.9799732,-90.09054561,Entire home/apt,365
110,City Park,29.97937404,-90.08962902,Entire home/apt,347
89,City Park,29.98116846,-90.09192323,Private room,80
700,City Park,29.98101863,-90.09103131,Entire home/apt,72
150,City Park,29.98031242,-90.09503753,Entire home/apt,365
175,City Park,29.97833728,-90.09230714,Private room,0
75,City Park,29.98042877,-90.09155462,Private room,365
500,City Park,29.97743271,-90.09169791,Entire home/apt,365
300,City Park,29.98243055,-90.09795805,Entire home/apt,178
100,City Park,29.98311005,-90.10250944,Entire home/apt,234
150,City Park,29.98280171,-90.09824414,Entire home/apt,358
450,City Park,29.98063653,-90.09198864,Entire home/apt,0
75,City Park,29.97948255,-90.09202236,Entire home/apt,18
90,City Park,29.98085729,-90.09198118,Entire home/apt,344
500,City Park,29.9803832,-90.08912346,Private room,0
600,City Park,29.98122868,-90.09028667,Entire home/apt,342
400,City Park,29.97850101,-90.09197964,Entire home/apt,0
255,City Park,29.98079511,-90.09517239,Entire home/apt,327
70,City Park,29.97913498,-90.09376072,Private room,0
78,City Park,29.9800603,-90.09399794,Entire home/apt,88
125,City Park,29.98082587,-90.09268818,Entire home/apt,159
125,City Park,29.98038083,-90.09898503,Private room,333
142,City Park,29.98187022,-90.09871091,Entire home/apt,206
125,City Park,29.98053968,-90.09504497,Entire home/apt,344
500,City Park,29.98959232,-90.10161518,Entire home/apt,365
75,City Park,29.98022001,-90.09899894,Private room,132
70,City Park,29.97875023,-90.0911613,Entire home/apt,177
120,City Park,29.97950861,-90.09102467,Private room,315
160,City Park,29.98158874,-90.09059179,Entire home/apt,358
83,City Park,29.9820531,-90.09333539,Entire home/apt,284
2000,City Park,29.98242383,-90.1012202,Entire home/apt,365
80,City Park,29.97885397,-90.09409166,Private room,0
100,City Park,29.98362559,-90.09944473,Entire home/apt,158
146,City Park,29.98081273,-90.09361783,Entire home/apt,76
90,City Park,29.98015295,-90.09397505,Entire home/apt,78
43,City Park,29.97877083,-90.09350029,Private room,345
95,East Carrollton,29.94427853,-90.12522308,Private room,0
50,East Carrollton,29.94475273,-90.12431066,Private room,338
50,East Carrollton,29.94198589,-90.12571493,Private room,0
840,East Carrollton,29.95106965,-90.1226941,Entire home/apt,315
300,East Carrollton,29.94277087,-90.13209897,Entire home/apt,62
170,East Carrollton,29.94789882,-90.121285,Entire home/apt,365
275,East Carrollton,29.946244,-90.12818789,Entire home/apt,363
50,East Carrollton,29.94435528,-90.12473742,Private room,363
150,East Carrollton,29.94208977,-90.12780514,Entire home/apt,82
39,East Carrollton,29.94408938,-90.12821394,Private room,322
50,East Carrollton,29.94417672,-90.12751582,Entire home/apt,27
75,East Carrollton,29.95075068,-90.12564512,Private room,341
70,East Carrollton,29.94885283,-90.1257988,Private room,293
100,East Carrollton,29.95055681,-90.12326806,Entire home/apt,349
40,East Carrollton,29.94480074,-90.13057866,Private room,0
26,East Carrollton,29.95102169,-90.1213551,Private room,24
475,East Carrollton,29.94332902,-90.13290483,Entire home/apt,364
88,East Carrollton,29.95038834,-90.12276529,Entire home/apt,336
220,East Carrollton,29.94901491,-90.12675778,Entire home/apt,265
50,East Carrollton,29.94210221,-90.12731619,Private room,0
50,East Carrollton,29.94422367,-90.12483291,Private room,365
50,East Carrollton,29.94533564,-90.13067671,Private room,0
33,East Carrollton,29.94559511,-90.12377396,Shared room,356
145,East Carrollton,29.94500504,-90.12715872,Entire home/apt,349
175,East Carrollton,29.94129929,-90.12614661,Entire home/apt,348
200,East Carrollton,29.94447364,-90.12976317,Private room,365
110,East Carrollton,29.94469457,-90.13184131,Entire home/apt,334
95,East Carrollton,29.94312167,-90.13200171,Entire home/apt,244
140,East Carrollton,29.94580395,-90.12472775,Entire home/apt,327
235,East Carrollton,29.94591453,-90.12344662,Entire home/apt,195
525,East Carrollton,29.94993926,-90.12143634,Entire home/apt,293
150,East Carrollton,29.95110541,-90.12463217,Entire home/apt,0
200,East Carrollton,29.94627913,-90.12841153,Private room,0
250,East Carrollton,29.94407602,-90.12537987,Entire home/apt,0
975,East Carrollton,29.93996393,-90.12943349,Entire home/apt,365
45,East Carrollton,29.94374394,-90.12689532,Private room,365
120,East Carrollton,29.94403701,-90.12946415,Entire home/apt,0
110,East Carrollton,29.94983675,-90.12466125,Entire home/apt,335
95,East Carrollton,29.95077429,-90.12265432,Private room,37
250,East Carrollton,29.94539373,-90.12316813,Entire home/apt,365
100,East Carrollton,29.94343786,-90.12643447,Entire home/apt,362
80,East Carrollton,29.94993287,-90.12466997,Entire home/apt,0
70,East Carrollton,29.94914,-90.1208553,Private room,0
180,East Carrollton,29.94626552,-90.12837214,Entire home/apt,353
128,East Carrollton,29.94548166,-90.12916409,Private room,365
150,East Carrollton,29.94698471,-90.12827808,Private room,363
250,East Carrollton,29.94326355,-90.12825933,Private room,0
239,East Carrollton,29.94848511,-90.12513429,Entire home/apt,29
80,East Carrollton,29.94292068,-90.130554,Entire home/apt,365
295,East Carrollton,29.94482842,-90.13142317,Entire home/apt,0
150,East Carrollton,29.94913292,-90.12124538,Entire home/apt,0
100,East Carrollton,29.94605022,-90.12380877,Private room,358
150,East Carrollton,29.94343538,-90.12714574,Entire home/apt,364
150,East Carrollton,29.94792067,-90.12656793,Entire home/apt,179
200,East Carrollton,29.94330683,-90.12969412,Private room,291
150,East Carrollton,29.94755434,-90.12196324,Entire home/apt,364
90,East Carrollton,29.94388679,-90.1304442,Private room,0
110,East Riverside,29.91933786,-90.09296161,Entire home/apt,352
91,East Riverside,29.92297908,-90.08783597,Entire home/apt,324
150,East Riverside,29.92213151,-90.0900425,Entire home/apt,301
290,East Riverside,29.91788728,-90.09934789,Entire home/apt,338
139,East Riverside,29.92250383,-90.0872328,Entire home/apt,155
160,East Riverside,29.91971641,-90.08743705,Entire home/apt,357
135,East Riverside,29.9201927,-90.09067044,Entire home/apt,81
88,East Riverside,29.92077802,-90.08922087,Entire home/apt,339
200,East Riverside,29.92023192,-90.09876939,Entire home/apt,110
59,East Riverside,29.92056542,-90.09983141,Entire home/apt,32
81,East Riverside,29.92009404,-90.08889153,Entire home/apt,0
99,East Riverside,29.91920036,-90.10038172,Entire home/apt,0
70,East Riverside,29.91992881,-90.08947477,Private room,311
165,East Riverside,29.91865397,-90.09466,Entire home/apt,365
75,East Riverside,29.9196436,-90.09038946,Private room,358
100,East Riverside,29.92131806,-90.09072782,Entire home/apt,360
175,East Riverside,29.91948556,-90.09759966,Entire home/apt,362
250,East Riverside,29.92176781,-90.09217765,Entire home/apt,52
39,East Riverside,29.91834447,-90.09749966,Shared room,88
110,East Riverside,29.91919383,-90.09343199,Entire home/apt,365
100,East Riverside,29.91994757,-90.08828921,Private room,0
75,East Riverside,29.91745572,-90.10091632,Private room,365
375,East Riverside,29.91931257,-90.08645508,Entire home/apt,306
192,East Riverside,29.92013401,-90.09441658,Entire home/apt,328
675,East Riverside,29.91932011,-90.09447885,Entire home/apt,365
120,East Riverside,29.92176773,-90.09190741,Private room,365
190,East Riverside,29.91784474,-90.09483466,Entire home/apt,353
110,East Riverside,29.91987221,-90.09244597,Entire home/apt,122
60,East Riverside,29.9177893,-90.09558046,Private room,314
70,East Riverside,29.92260445,-90.08895213,Entire home/apt,347
80,East Riverside,29.91880863,-90.09943519,Private room,363
350,East Riverside,29.92131377,-90.08834852,Entire home/apt,7
150,East Riverside,29.92017665,-90.09566483,Entire home/apt,0
175,East Riverside,29.92035745,-90.09297631,Entire home/apt,322
99,East Riverside,29.91928915,-90.09287324,Entire home/apt,291
125,East Riverside,29.9201274,-90.09202794,Entire home/apt,346
70,East Riverside,29.9208874,-90.09159159,Private room,26
75,East Riverside,29.9216266,-90.08807321,Entire home/apt,340
230,East Riverside,29.92009196,-90.09816979,Entire home/apt,336
75,East Riverside,29.91770995,-90.09929803,Private room,365
87,East Riverside,29.917952,-90.09357561,Entire home/apt,314
300,East Riverside,29.91994986,-90.09738779,Entire home/apt,45
800,East Riverside,29.91781417,-90.09440107,Private room,0
300,East Riverside,29.91908324,-90.09383715,Entire home/apt,50
225,East Riverside,29.9184229,-90.0960607,Entire home/apt,365
85,East Riverside,29.91773289,-90.09700632,Entire home/apt,142
200,East Riverside,29.92097097,-90.09273463,Entire home/apt,321
250,East Riverside,29.92072554,-90.09219008,Entire home/apt,321
200,East Riverside,29.92090917,-90.0920611,Entire home/apt,296
105,East Riverside,29.91975131,-90.09123955,Private room,365
175,East Riverside,29.91980278,-90.09916966,Entire home/apt,272
145,East Riverside,29.91883321,-90.08685893,Entire home/apt,364
75,East Riverside,29.91855543,-90.09782548,Private room,240
1000,East Riverside,29.9186028,-90.10098876,Entire home/apt,363
80,East Riverside,29.91959517,-90.09822563,Entire home/apt,107
395,East Riverside,29.91952991,-90.09062692,Entire home/apt,0
150,East Riverside,29.92075579,-90.09190937,Entire home/apt,172
9950,East Riverside,29.92144494,-90.08955357,Entire home/apt,352
150,East Riverside,29.92081904,-90.09356895,Entire home/apt,135
150,East Riverside,29.91860334,-90.08815808,Entire home/apt,214
235,East Riverside,29.91811626,-90.10082941,Entire home/apt,275
150,East Riverside,29.91937824,-90.09110594,Entire home/apt,0
65,East Riverside,29.92225209,-90.08714177,Private room,85
200,East Riverside,29.92069734,-90.09962696,Entire home/apt,176
160,East Riverside,29.92030423,-90.09691019,Entire home/apt,353
250,Fairgrounds,29.98009057,-90.08159308,Entire home/apt,153
425,Fairgrounds,29.97726614,-90.07876841,Entire home/apt,363
225,Fairgrounds,29.9812766,-90.08291124,Entire home/apt,350
250,Fairgrounds,29.98670783,-90.07721094,Entire home/apt,365
165,Fairgrounds,29.98097299,-90.08149835,Private room,0
75,Fairgrounds,29.98080953,-90.07993211,Private room,365
599,Fairgrounds,29.9788071,-90.08041388,Entire home/apt,351
62,Fairgrounds,29.98191559,-90.07423046,Private room,365
75,Fairgrounds,29.98247995,-90.07913588,Private room,350
120,Fairgrounds,29.98139481,-90.07419759,Private room,365
54,Fairgrounds,29.98286343,-90.07551638,Private room,365
85,Fairgrounds,29.98992947,-90.08615891,Private room,176
105,Fairgrounds,29.9831106,-90.08561401,Private room,0
200,Fairgrounds,29.98057428,-90.0758443,Entire home/apt,365
135,Fairgrounds,29.98196294,-90.07847038,Entire home/apt,88
100,Fairgrounds,29.97951713,-90.0779084,Private room,88
160,Fairgrounds,29.98239532,-90.08436061,Private room,242
75,Fairgrounds,29.98350457,-90.07309779,Entire home/apt,172
500,Fairgrounds,29.98178766,-90.07470613,Entire home/apt,365
75,Fairgrounds,29.98519947,-90.07641801,Private room,355
69,Fairgrounds,29.98833592,-90.0728099,Entire home/apt,278
75,Fairgrounds,29.97999723,-90.07855453,Entire home/apt,9
89,Fairgrounds,29.9821067,-90.08319092,Entire home/apt,75
93,Fairgrounds,29.98135653,-90.08099377,Private room,0
100,Fairgrounds,29.98432702,-90.0733403,Entire home/apt,268
53,Fairgrounds,29.98813459,-90.07928899,Private room,365
110,Fairgrounds,29.98241738,-90.07575355,Entire home/apt,364
275,Fairgrounds,29.97760701,-90.07795191,Entire home/apt,63
85,Fairgrounds,29.98002658,-90.07948971,Entire home/apt,288
80,Fairgrounds,29.98380711,-90.07449988,Entire home/apt,276
122,Fairgrounds,29.98018755,-90.08373905,Entire home/apt,0
175,Fairgrounds,29.97993972,-90.08367288,Entire home/apt,0
75,Fairgrounds,29.98190083,-90.07771316,Entire home/apt,0
100,Fairgrounds,29.98635106,-90.07781204,Entire home/apt,365
100,Fairgrounds,29.98072503,-90.0773858,Entire home/apt,0
139,Fairgrounds,29.97756446,-90.07838017,Entire home/apt,351
109,Fairgrounds,29.97821828,-90.0801688,Entire home/apt,333
100,Fairgrounds,29.98285342,-90.08066186,Entire home/apt,205
88,Fairgrounds,29.97672153,-90.07825173,Entire home/apt,364
99,Fairgrounds,29.98059536,-90.08387567,Entire home/apt,159
120,Fairgrounds,29.9845414,-90.08601836,Entire home/apt,362
95,Fairgrounds,29.97985877,-90.08041542,Entire home/apt,78
250,Fairgrounds,29.98087575,-90.07566326,Entire home/apt,337
75,Fairgrounds,29.98606926,-90.07123971,Entire home/apt,337
77,Fairgrounds,29.98335285,-90.07480197,Entire home/apt,21
98,Fairgrounds,29.98106886,-90.08360157,Entire home/apt,0
110,Fairgrounds,29.98694973,-90.08250389,Entire home/apt,8
499,Fairgrounds,29.98353542,-90.07339664,Entire home/apt,174
150,Fairgrounds,29.98221279,-90.08511968,Entire home/apt,318
199,Fairgrounds,29.9801693,-90.08325384,Entire home/apt,362
99,Fairgrounds,29.98015738,-90.07936065,Private room,364
200,Fairgrounds,29.98351276,-90.07216806,Entire home/apt,319
45,Fairgrounds,29.98723221,-90.07914503,Private room,325
190,Fairgrounds,29.98228241,-90.08486461,Entire home/apt,297
145,Fairgrounds,29.97950637,-90.07604433,Entire home/apt,180
200,Fairgrounds,29.99025818,-90.08049784,Entire home/apt,35
700,Fairgrounds,29.98512694,-90.07433836,Entire home/apt,0
185,Fairgrounds,29.98848246,-90.07470522,Entire home/apt,327
400,Fairgrounds,29.98280734,-90.07614124,Entire home/apt,0
75,Fairgrounds,29.97809573,-90.07715375,Entire home/apt,130
120,Fairgrounds,29.98327453,-90.07554299,Private room,153
500,Fairgrounds,29.97894884,-90.07889485,Entire home/apt,0
